"PreferredKeyphrase - To be predicted	keyphrase	Impressions	clicks	CTR	AvgPosition"
"tyre cmaxhybrid	tyre cmaxhybrid	0.884098564	0.769821608	0.17154127	0.014530408"
"tyre dealerships nyc	tyre dealerships nyc	1.754895307	0.062910681	0.184723015	2.356570018"
"tyre dealerships virginia	tyre dealerships virginia	0.116904903	0.136652279	0.440095227	45.37233221"
"tyre deals january 2020	tyre deals january 2020	1.483244929	3.467727489	0.108054981	1.237772773"
"tyre deals march 2020	tyre deals march 2020	1163.901032	5.424575695	0.02759586	0.178690752"
"tyre deals today	tyre deals today	2.599527593	4.809783878	0.23071724	2.329719557"
"tyre dearborn corona	tyre dearborn corona	21.33207828	1.701058239	0.073297583	1.835222791"
"are tires covered under warranty	are tires covered under warranty	0.585453913	0.711911584	0.061098676	4.150754859"
"are wheel bearings covered under tyre powertrain warranty	are wheel bearings covered under tyre powertrain warranty	0.867874729	0.288657793	0.664333394	0.603678546"
"at tyre us employees your pay	at tyre us employees your pay	0.700097796	0.627875053	0.992634525	0.960411624"
"at the store	at the store	0.393481387	0.352047338	0.73647245	0.24117331"
"blue tyre expedition 2019	blue tyre expedition 2019	0.488435161	0.776417128	0.348491746	0.65667465"
"blue tyre explorer sport	blue tyre explorer sport	8.327835145	2.433564365	0.253431239	2.285822178"
"2010 f350 crew cab curb weight	2010 f350 crew cab curb weight	0.09391974	0.726797236	0.613082702	0.931482329"
"2010 flex limited	2010 flex limited	0.077632482	0.237479988	0.248103447	3.177700137"
"2010 tyre econoline wagon	2010 tyre econoline wagon	4.369530128	0.507537898	0.171262216	1.83554403"
"2010 tyre escape hybrid specs	2010 tyre escape hybrid specs	0.162591988	0.88964181	0.211596076	7.57632362"
"2010 tyre escape limited features	2010 tyre escape limited features	0.482507581	0.796394468	0.364810765	2.571666509"
"2010 tyre escape tow package	2010 tyre escape tow package	0.221104709	0.263940775	0.498391988	13.91241386"
"2010 tyre expedition limited specs	2010 tyre expedition limited specs	0.179292665	0.21117424	0.202444563	7.74250689"
"2010 tyre explorer 4.0 engine	2010 tyre explorer 4.0 engine	6.019418087	0.682389614	0.004049197	4.337023552"
"2010 tyre explorer engine 4.0l v6	2010 tyre explorer engine 4.0l v6	1.603402272	0.53802869	0.195989858	7.391273277"
"2010 tyre explorer engine 4.6 l v8	2010 tyre explorer engine 4.6 l v8	2.620997369	2.490012938	0.090732522	0.417250386"
"2010 tyre explorer gas tank size	2010 tyre explorer gas tank size	5.864330057	0.009824762	0.16308615	0.727310875"
"2010 tyre explorer sport trac review	2010 tyre explorer sport trac review	0.706602027	0.155646845	0.179419179	9.184474018"
"2010 tyre explorer v8 specs	2010 tyre explorer v8 specs	0.754818334	0.690690167	0.717997779	0.567329841"
"2010 tyre f 150 brochure	2010 tyre f 150 brochure	16.10670311	14.50473339	0.555229492	0.649334869"
"2010 tyre f150 blue	2010 tyre f150 blue	3.339479539	0.155796879	0.257752885	1.495959183"
"2010 tyre f150 rear differential fluid type	2010 tyre f150 rear differential fluid type	0.128559764	0.892032873	0.290784956	11.50431172"
"2010 tyre f150 red	2010 tyre f150 red	0.006630752	0.021258225	0.896734636	8.737998547"
"2010 tyre f150 transmission fluid	2010 tyre f150 transmission fluid	0.806836838	0.400386639	0.608748709	24.03780203"
"2010 tyre flex cargo space	2010 tyre flex cargo space	0.794228426	0.784441594	0.125122293	0.323456121"
"2010 tyre focus fuel pump location	2010 tyre focus fuel pump location	0.29488626	0.070746163	0.904334716	2.082938903"
"2010 tyre focus ses specs	2010 tyre focus ses specs	9.907763483	0.2129254	0.012712895	1.524926382"
"2010 tyre ranger automatic transmission	2010 tyre ranger automatic transmission	10.40426424	0.641047197	0.113004767	2.591091763"
"2010 tyre ranger single cab	2010 tyre ranger single cab	1.580003476	0.886917268	0.015004167	2.426955866"
"2010 tyre ranger xlt specs	2010 tyre ranger xlt specs	0.874537325	0.624702862	0.125707755	2.046495705"
"2010 tyre sport trac limited	2010 tyre sport trac limited	0.803121074	0.969711352	0.02905696	9.59906476"
"2010 tyre transit connect cargo van xlt	2010 tyre transit connect cargo van xlt	3.616570904	0.568756689	0.093982368	4.46100172"
"2010 fusion specs	2010 fusion specs	5.568167095	0.627222635	0.157192063	7.881516829"
"2011 f150 bed	2011 f150 bed	25.98242947	1.678074766	0.005300441	2.515475266"
"2011 f150 ecoboost tow rating	2011 f150 ecoboost tow rating	0.799308933	0.967511145	0.807337135	5.730245552"
"2011 tyre edge sel interior	2011 tyre edge sel interior	3.923071042	0.278093083	0.236162405	2.198566867"
"2011 tyre edge towing	2011 tyre edge towing	0.873846824	0.31361584	0.212877293	3.368373235"
"2011 tyre f 150 xlt supercab	2011 tyre f 150 xlt supercab	22.12115785	0.211736634	0.00612634	1.514552441"
"2011 tyre f 350 engine 6.7 l v8 diesel	2011 tyre f 350 engine 6.7 l v8 diesel	0.441560867	0.444908406	0.362328754	0.74682295"
"2011 tyre f250 super duty specs	2011 tyre f250 super duty specs	1.92574462	0.690606136	0.428839418	0.498480289"
"2011 tyre fiesta grey	2011 tyre fiesta grey	0.281681543	0.089895989	0.476112462	4.137528838"
"2011 tyre fiesta review	2011 tyre fiesta review	0.842880554	0.252599693	0.156858576	9.989377713"
"2011 tyre fiesta transmission	2011 tyre fiesta transmission	0.220320193	0.703721721	0.261127986	10.57283338"
"2011 tyre firsta	2011 tyre firsta	0.159368863	0.602988291	0.318660063	17.93782447"
"2011 tyre flex motor	2011 tyre flex motor	3.44878343	0.513490521	0.099163598	0.213938194"
"2011 tyre focus motor	2011 tyre focus motor	5.493617465	0.969081385	0.083689121	5.112566001"
"2011 tyre focus se engine	2011 tyre focus se engine	15.24075763	0.411349707	0.023108753	4.885884688"
"2011 tyre fusion radio	2011 tyre fusion radio	3.366233376	0.86871937	0.032274336	8.081252682"
"2011 tyre fusion sel engine 3.0 l v6	2011 tyre fusion sel engine 3.0 l v6	1.865302985	0.919638622	0.067145091	2.311621125"
"2011 tyre mustang gt manual	2011 tyre mustang gt manual	2.23582408	0.179784104	0.007631833	3.837018233"
"2014 powerstroke specs	2014 powerstroke specs	1.546779596	0.23734445	0.08103589	1.3256294"
"2015 2.7 ecoboost towing	2015 2.7 ecoboost towing	13.37933944	1.795703961	0.201410131	4.128170961"
"2015 ecoboost mustang premium	2015 ecoboost mustang premium	0.998118007	0.517766437	0.355671617	15.85970533"
"2015 escape ecoboost	2015 escape ecoboost	0.922659921	0.144873025	0.109319215	0.517265937"
"2015 expedition specs	2015 expedition specs	0.362569524	0.565027446	0.025112131	3.627066965"
"2015 f250 bed	2015 f250 bed	2.730809019	0.304769762	0.060509425	0.320222033"
"2015 f250 diesel specs	2015 f250 diesel specs	0.209592772	0.914046781	0.710479662	1.81883356"
"2015 f250 for sale	2015 f250 for sale	0.8172818	0.023485773	0.585060828	4.819247049"
"2015 f250 tow rating	2015 f250 tow rating	2.390870384	2.930817913	0.177381596	2.121567524"
"2015 tyre f 350 super duty 6.7 diesel	2015 tyre f 350 super duty 6.7 diesel	1.700798724	0.541347488	0.016478524	3.976215547"
"0 84 month financing	0 84 month financing	71.17643031	1.055422025	0.008383736	15.48713131"
"0 interest tyre f250	0 interest tyre f250	1.81442192	5.811366541	0.372226899	0.30990707"
"0 percent financing tyre expedition	0 percent financing tyre expedition	6.83003707	4.949459408	0.345630448	0.653448128"
"020 tyre escape	020 tyre escape	2.297783748	1.763941878	0.115706946	0.967124255"
"1 tyre focus	1 tyre focus	1.439510606	0.145504352	0.080550271	0.420748968"
"10 passenger bus	10 passenger bus	0.709529686	0.632524964	0.066312691	5.193249004"
"1000 hp 6.7 powerstroke	1000 hp 6.7 powerstroke	0.953749304	0.859263983	0.387621282	3.153061651"
"1000 hp tyre gt	1000 hp tyre gt	0.834643621	0.21792116	0.789207612	4.132474086"
"1005 convention plaza	1005 convention plaza	39.0946592	1.442599376	0.020883215	2.287247625"
"1005 convention plaza st louis 63101	1005 convention plaza st louis 63101	16.89622716	2.117597365	0.077510175	4.809389802"
"1019 tyre explorer	1019 tyre explorer	0.427381767	1.549535528	0.346101915	0.017124888"
"2017 tyre gt coupe	2017 tyre gt coupe	0.099723542	0.902458972	0.489007301	0.152105979"
"2017 tyre interceptor sedan	2017 tyre interceptor sedan	6.871188832	0.108377532	0.139379073	0.205704639"
"2017 tyre limited	2017 tyre limited	0.725191753	0.273712621	0.909670163	5.674893241"
"2017 tyre mustang app	2017 tyre mustang app	0.161073239	0.608937729	0.236659577	2.122340794"
"2017 tyre mustang colors	2017 tyre mustang colors	0.942579079	0.077659148	0.936507274	3.190636975"
"2017 tyre mustang ecoboost premium convertible for sale	2017 tyre mustang ecoboost premium convertible for sale	0.771114187	0.885657304	0.403739642	11.56844433"
"2017 tyre mustang ecoboost transmission	2017 tyre mustang ecoboost transmission	1.539056744	0.829383006	0.275991686	1.99706019"
"2017 tyre mustang features	2017 tyre mustang features	0.382334914	0.43570931	0.708103358	1.598567496"
"2017 tyre mustang gt manual coupe	2017 tyre mustang gt manual coupe	2.313867858	1.044136325	0.019915537	9.169208987"
"tyre mustang bullitt fastback	tyre mustang bullitt fastback	3.633642819	0.135037439	0.08660115	0.890431735"
"tyre mustang bullitt limited edition	tyre mustang bullitt limited edition	0.160354357	0.01700692	0.376959844	0.999873274"
"tyre mustang bullitt special edition	tyre mustang bullitt special edition	0.095721828	0.729351036	0.586196142	0.871986683"
"tyre mustang cabrio 5.0	tyre mustang cabrio 5.0	0.121577923	0.007711326	0.088554666	0.435819935"
"tyre mustang cabrio gt	tyre mustang cabrio gt	0.549455779	0.959762373	0.071054208	0.737772844"
"tyre mustang convertible 2019 interior	tyre mustang convertible 2019 interior	0.01353968	1.074011085	0.44608761	2.121276577"
"2019 tyre mustang black accent package	2019 tyre mustang black accent package	0.028044452	0.789394285	0.018968912	0.059107439"
"2019 tyre mustang boss	2019 tyre mustang boss	3.470632538	0.214414228	0.15626244	0.681872626"
"2019 tyre mustang bullitt interior	2019 tyre mustang bullitt interior	2.144844895	0.767597146	0.263794272	0.946896454"
"2019 tyre mustang color chart	2019 tyre mustang color chart	4.348880352	0.367088418	0.040786952	1.727455299"
"2019 tyre mustang convertible interior	2019 tyre mustang convertible interior	2.450532642	1.754916722	0.293080856	0.642374531"
"2019 tyre mustang convertible white	2019 tyre mustang convertible white	0.950405417	0.075025516	0.039648753	0.410458585"
"2019 tyre mustang coupe msrp	2019 tyre mustang coupe msrp	0.029634472	0.481265789	0.460014096	4.142771748"
"2019 tyre mustang ecoboost race red	2019 tyre mustang ecoboost race red	4.111382931	0.715875031	0.015663989	0.413790529"
"2019 tyre mustang engines	2019 tyre mustang engines	0.732990378	0.554026771	0.047815774	1.449230962"
"2019 tyre mustang grey	2019 tyre mustang grey	1.271058764	0.531111803	0.106817019	1.878236482"
"2019 tyre mustang gt bullitt specs	2019 tyre mustang gt bullitt specs	0.829591757	0.724852223	0.135755709	2.840757104"
"2019 tyre mustang gt headlights	2019 tyre mustang gt headlights	0.184275476	0.94982619	0.094199325	9.986539122"
"2019 tyre mustang gt packages	2019 tyre mustang gt packages	4.496243387	2.898715981	0.142757688	0.497667494"
"2019 tyre mustang gt premium coupe v8 cyl	2019 tyre mustang gt premium coupe v8 cyl	0.995298467	0.327294514	0.035477207	0.243347326"
"2019 tyre mustang gt premium orange fury	2019 tyre mustang gt premium orange fury	4.835359784	1.443913625	0.150217612	1.40403537"
"2019 tyre mustang gt transmission	2019 tyre mustang gt transmission	0.114377619	0.7766535	0.180552418	2.455030017"
"lightning blue tyre fusion	lightning blue tyre fusion	12.16857499	3.276540313	0.051751078	0.92593317"
"limited edition explorer	limited edition explorer	0.735875506	0.27161321	0.600143081	0.918682502"
"limited edition tyre ranger	limited edition tyre ranger	0.494887536	0.897744347	0.42696928	0.353991654"
"limited vs platinum super duty	limited vs platinum super duty	0.494818176	0.98392609	0.029524106	0.496333083"
"matte black mustang 2018	matte black mustang 2018	2.825949101	0.082570721	0.118133492	1.804034274"
"matte blue f150	matte blue f150	0.926542956	0.1347201	0.058662775	0.785707961"
"matte blue mustang gt	matte blue mustang gt	0.697615999	0.314959441	0.004521324	1.106886937"
"matte tyre explorer	matte tyre explorer	0.38627156	0.434198789	0.980591914	1.186586847"
"matte green mustang gt	matte green mustang gt	6.75117063	0.850220009	0.042939499	3.197752257"
"2020 f150 specials	2020 f150 specials	10.14836804	0.9986692	0.013722595	0.130508999"
"2020 f150 stx black	2020 f150 stx black	1.108639104	0.98825058	0.181504107	0.310005734"
"2019 2 door tyre ranger	2019 2 door tyre ranger	4.414352526	1.00529242	0.036279884	0.038644491"
"2019 5.0 gt	2019 5.0 gt	0.975699234	0.076902682	0.328111149	0.921502459"
"2019 6.7 powerstroke hp and torque	2019 6.7 powerstroke hp and torque	0.735715631	0.305871374	0.101197494	0.687235169"
"2019 awd suv	2019 awd suv	0.189161065	0.06361295	0.229728725	18.9966693"
"2019 black f250 king ranch	2019 black f250 king ranch	4.477634549	0.207792394	0.18408033	0.276069104"
"shelby tyre mustang gt 500	shelby tyre mustang gt 500	0.91347885	0.108688334	0.131476511	0.394698918"
"shelby grabber blue	shelby grabber blue	0.956737373	0.889065991	0.19997519	2.283526279"
"stock tire size 2018 f150	stock tire size 2018 f150	0.947680745	0.156191296	0.078494418	5.089832236"
"2020 tyre explorer xlt center console buttons	2020 tyre explorer xlt center console buttons	9.093274415	1.851428344	0.019440927	3.31527739"
"2020 tyre explorer xlt cloth interior	2020 tyre explorer xlt cloth interior	0.02111727	0.687269989	0.020888324	2.349038501"
"2020 tyre explorer xlt equipment group 202a	2020 tyre explorer xlt equipment group 202a	0.173087425	0.666646298	0.125574122	1.887028308"
"2020 tyre explorer xlt incentives	2020 tyre explorer xlt incentives	1.771425955	1.839079824	0.580277425	0.554380158"
"2020 tyre explorer xlt sport package	2020 tyre explorer xlt sport package	2.802997889	1.801800006	0.092131126	0.326712774"
"2020 tyre exploroer	2020 tyre exploroer	5.170637497	1.652406373	0.151723323	0.735360495"
"2020 tyre f 150 engine 3.0 l v6 diesel	2020 tyre f 150 engine 3.0 l v6 diesel	13.54563507	10.04201636	0.088690925	1.80475501"
"2020 escape interior colors	2020 escape interior colors	1.010994547	1.035825582	0.359910069	1.606232643"
"2020 escape se fwd	2020 escape se fwd	2.954046621	2.48822492	0.241455993	0.163770196"
"2020 expedition eddie bauer	2020 expedition eddie bauer	8.834853074	4.875060301	0.257309953	0.313058987"
"2020 expedition lifted	2020 expedition lifted	25.09586779	0.505679003	0.014250729	0.030307914"
"2020 expedition pictures	2020 expedition pictures	0.960401059	0.581841365	0.220093761	0.840982208"
"2020 expedition vs 2019	2020 expedition vs 2019	0.643391097	0.089094506	0.338655975	2.830486831"
"2020 explor	2020 explor	1.768644032	0.432223603	0.231500873	0.999731217"
"2012 tyre f150 twin turbo ecoboost	2012 tyre f150 twin turbo ecoboost	12.0076468	0.844622912	0.003625036	1.626517046"
"2012 tyre f150 xlt engine	2012 tyre f150 xlt engine	0.808672484	0.401499836	0.170690636	0.954800794"
"2012 tyre fiesta stereo	2012 tyre fiesta stereo	1.610682346	0.277125125	0.068784938	5.369364713"
"2012 tyre flex interior	2012 tyre flex interior	17.89202828	0.852407466	0.010291768	0.499816225"
"2011 tyre f 150 brochure	2011 tyre f 150 brochure	5.036199752	27.2998274	0.872404531	0.854575591"
"2011 tyre f 150 supercrew	2011 tyre f 150 supercrew	6.361786972	0.266859445	0.119944392	3.047291551"
"2011 tyre f 150 supercrew length	2011 tyre f 150 supercrew length	4.365925695	1.071443109	0.354914479	1.587141404"
"2011 tyre f 150 xlt configurations	2011 tyre f 150 xlt configurations	9.66882061	0.743574542	0.174251448	3.320526296"
"2011 tyre f 350 6.7 diesel specs	2011 tyre f 350 6.7 diesel specs	0.286428381	0.216654175	0.856295305	1.658570365"
"tyre escaope	tyre escaope	1.269226027	0.524087501	0.511473951	0.099521506"
"tyre escape 19	tyre escape 19	2.579098414	0.350618363	0.104234616	0.249404891"
"tyre escape 2.0l	tyre escape 2.0l	2.168731216	0.261774123	0.577390121	1.715860947"
"tyre escape 2010 especificaciones	tyre escape 2010 especificaciones	3.111749133	0.639830598	0.148313221	10.50926327"
"tyre escape 2010 specifications	tyre escape 2010 specifications	0.15088942	0.244889755	0.501845283	1.905295925"
"tyre escape 2013 models	tyre escape 2013 models	0.069461104	0.541465844	0.038346759	1.571245542"
"tyre escape 2013 specifications	tyre escape 2013 specifications	0.418923872	0.080791251	0.803777246	1.275907044"
"tyre escape 2016 lease	tyre escape 2016 lease	0.521652544	0.46224006	0.753514452	0.242934916"
"tyre escape 2017 for sale near me	tyre escape 2017 for sale near me	0.059716559	0.462551147	0.267662021	16.97123681"
"tyre escape 2018 titanium	tyre escape 2018 titanium	8.347265245	0.554129382	0.025671157	9.673016458"
"tyre escape 2019 review	tyre escape 2019 review	6.702574783	0.432998201	0.015130257	4.461736436"
"tyre escape 2019 sport	tyre escape 2019 sport	1.550561325	2.325973796	0.042090336	0.916718587"
"tyre escape 2019 warranty	tyre escape 2019 warranty	0.961088213	0.592953422	0.232731065	1.291159934"
"tyre escape 2020 cargo cover	tyre escape 2020 cargo cover	2.054159756	2.710217378	0.072053831	1.23964392"
"tyre escape 2020 deutschland	tyre escape 2020 deutschland	0.000894051	0.85335642	0.658371754	0.816069798"
"2017 f250 bed width	2017 f250 bed width	0.571661544	0.763696444	0.747381901	0.146399584"
"2018 tyre edge titanium price	2018 tyre edge titanium price	161.769988	0.957708602	0.001311421	1.465227904"
